iata,icao,type,name,city,iso_region,region_name,iso_country,country,lat,lon,importance
AIT,NCAI,small_airport,Aitutaki Airport,Aitutaki,CK-U-A,(unassigned),CK,Cook Islands,-18.8309,-159.764008,15
AIU,NCAT,small_airport,Enua Airport,Atiu Island,CK-U-A,(unassigned),CK,Cook Islands,-19.96780014038086,-158.11900329589844,15
MHX,NCMH,small_airport,Manihiki Island Airport,Manihiki Island,CK-U-A,(unassigned),CK,Cook Islands,-10.38091,-160.999424,15
MUK,NCMK,small_airport,Mauke Airport,Mauke Island,CK-U-A,(unassigned),CK,Cook Islands,-20.13610076904297,-157.34500122070312,15
MOI,NCMR,small_airport,Mitiaro Island Airport,Mitiaro Island,CK-U-A,(unassigned),CK,Cook Islands,-19.842501,-157.703003,15
RAR,NCRG,large_airport,Rarotonga International Airport,Avarua,CK-U-A,(unassigned),CK,Cook Islands,-21.2027,-159.806,35
ICI,NFCI,small_airport,Cicia Airport,Cicia,FJ-E,Eastern Division,FJ,Fiji,-17.7432994843,-179.341995239,15
NAN,NFFN,large_airport,Nadi International Airport,Nadi,FJ-W,Western Division,FJ,Fiji,-17.761822,177.437843,35
PTF,NFFO,small_airport,Malolo Lailai Island Airport,Malolo Lailai Island,FJ-W,Western Division,FJ,Fiji,-17.778448,177.196996,15
KDV,NFKD,small_airport,Vunisea Airport,Vunisea,FJ-E,Eastern Division,FJ,Fiji,-19.058099746699998,178.156997681,15
MNF,NFMA,small_airport,Mana Island Airport,Mana Island,FJ-W,Western Division,FJ,Fiji,-17.672844,177.0985,15
MFJ,NFMO,small_airport,Moala Airport,Moala,FJ-E,Eastern Division,FJ,Fiji,-18.566699981699998,179.951004028,15
SUV,NFNA,large_airport,Nausori International Airport,Nausori,FJ-C,Central Division,FJ,Fiji,-18.044226,178.561486,35
LEV,NFNB,small_airport,Levuka Airfield,Bureta,FJ-E,Eastern Division,FJ,Fiji,-17.7110996246,178.759002686,15
NGI,NFNG,small_airport,Ngau Airport,Ngau,FJ-E,Eastern Division,FJ,Fiji,-18.115600585899998,179.339996338,15
LKB,NFNK,small_airport,Lakeba Island Airport,Lakeba Island,FJ-E,Eastern Division,FJ,Fiji,-18.1991996765,-178.817001343,15
LBS,NFNL,medium_airport,Labasa Airport,Labasa,FJ-N,Northern Division,FJ,Fiji,-16.4667,179.339996,25
TVU,NFNM,small_airport,Matei Airport,Matei,FJ-N,Northern Division,FJ,Fiji,-16.690599,-179.876999,15
KXF,NFNO,small_airport,Koro Island Airport,Koro Island,FJ-E,Eastern Division,FJ,Fiji,-17.3458003998,179.42199707,15
RTA,NFNR,small_airport,Rotuma Airport,Rotuma,FJ-R,Rotuma (dependency),FJ,Fiji,-12.482500076293945,177.0709991455078,15
SVU,NFNS,small_airport,Savusavu Airport,Savusavu,FJ-N,Northern Division,FJ,Fiji,-16.803394,179.340587,15
YAS,NFSW,small_airport,Yasawa Island Airport,Yasawa Island,FJ-W,Western Division,FJ,Fiji,-16.7589,177.544998,15
EUA,NFTE,small_airport,Kaufana Airport,Eua Island,TO-01,'Eua,TO,Tonga,-21.378299713100002,-174.957992554,15
TBU,NFTF,large_airport,Fua'amotu International Airport,Nuku'alofa,TO-04,Tongatapu,TO,Tonga,-21.241438,-175.149164,35
HPA,NFTL,medium_airport,Lifuka Island Airport,Lifuka,TO-02,Ha'apai,TO,Tonga,-19.777000427246094,-174.34100341796875,25
NTT,NFTP,small_airport,Kuini Lavenia Airport,Niuatoputapu,TO-03,Niua Islands,TO,Tonga,-15.977297,-173.791089,15
VAV,NFTV,large_airport,Vava'u International Airport,Vava'u Island,TO-05,Vava'u,TO,Tonga,-18.5853,-173.962006,35
VBV,NFVB,small_airport,Vanua Balavu Airport,Vanua Balavu,FJ-E,Eastern Division,FJ,Fiji,-17.268999099731445,-178.9759979248047,15
PHG,NG-0004,medium_airport,Port Harcourt City Airport / Port Harcourt Air Force Base,Port Harcourt,NG-RI,Rivers State,NG,Nigeria,4.846111,7.021389,25
FUN,NGFU,medium_airport,Funafuti International Airport,Funafuti,TV-FUN,Funafuti,TV,Tuvalu,-8.523885,179.196976,25
TRW,NGTA,large_airport,Bonriki International Airport,South Tarawa,KI-G,Gilbert Islands,KI,Kiribati,1.38164,173.147003,35
TBF,NGTE,medium_airport,Tabiteuea North Airport,,KI-G,Gilbert Islands,KI,Kiribati,-1.22447,174.776001,20
BBG,NGTU,small_airport,Butaritari Airport,Butaritari,KI-G,Gilbert Islands,KI,Kiribati,3.08583,172.811005,15
AAK,NGUK,small_airport,Aranuka Airport,Buariki,KI-G,Gilbert Islands,KI,Kiribati,0.185278,173.636993,15
IUE,NIUE,medium_airport,Niue International Airport,Alofi,NU-U-A,(unassigned),NU,Niue,-19.080109,-169.923493,25
NLH,NLH,medium_airport,Ninglang Luguhu Airport,Ninglang,CN-53,Yunnan Province,CN,China,27.5403,100.7593,25
FUT,NLWF,small_airport,Pointe Vele Airport,Futuna Island,WF-U-A,(unassigned),WF,Wallis and Futuna,-14.311565,-178.066492,15
WLS,NLWW,large_airport,Hihifo Airport,Wallis Island,WF-U-A,(unassigned),WF,Wallis and Futuna,-13.239445,-176.19865,35
PHH,NP-0003,large_airport,Pokhara International Airport,Pokhara,NP-P4,Gandaki Province,NP,Nepal,28.1838,84.0147,35
OFU,NSAS,small_airport,Ofu Airport,Ofu,AS-MA,Manuʻa District,AS,American Samoa,-14.1844,-169.669998,15
APW,NSFA,large_airport,Faleolo International Airport,Apia,WS-AA,A'ana District,WS,Samoa,-13.83,-172.007996,35
FTI,NSFQ,small_airport,Fitiuta Airport,Fitiuta Village,AS-MA,Manuʻa District,AS,American Samoa,-14.216131,-169.423771,15
PPG,NSTU,large_airport,Pago Pago International Airport,Pago Pago,AS-WT,Western District,AS,American Samoa,-14.331,-170.710007,35
PPT,NTAA,large_airport,Fa'a'ā International Airport,Papeete,PF-U-A,(unassigned),PF,French Polynesia,-17.553472,-149.606936,35
RMT,NTAM,small_airport,Rimatara Airport,Rimatara Island,PF-U-A,(unassigned),PF,French Polynesia,-22.63725,-152.8059,15
RUR,NTAR,medium_airport,Rurutu Airport,,PF-U-A,(unassigned),PF,French Polynesia,-22.434099197387695,-151.36099243164062,25
TUB,NTAT,medium_airport,Tubuai Airport,,PF-U-A,(unassigned),PF,French Polynesia,-23.365400314331055,-149.5240020751953,25
RVV,NTAV,small_airport,Raivavae Airport,,PF-U-A,(unassigned),PF,French Polynesia,-23.885201,-147.662003,15
AAA,NTGA,medium_airport,Anaa Airport,Anaa,PF-U-A,(unassigned),PF,French Polynesia,-17.3526,-145.509995,25
FGU,NTGB,medium_airport,Fangatau Airport,Fangatau,PF-U-A,(unassigned),PF,French Polynesia,-15.820044,-140.888071,25
TIH,NTGC,medium_airport,Tikehau Airport,Tuherahera,PF-U-A,(unassigned),PF,French Polynesia,-15.1196,-148.231003,25
APK,NTGD,small_airport,Apataki Airport,Apataki,PF-U-A,(unassigned),PF,French Polynesia,-15.5736,-146.414993,15
REA,NTGE,medium_airport,Reao Airport,Reao,PF-U-A,(unassigned),PF,French Polynesia,-18.46652,-136.43855,20
FAV,NTGF,medium_airport,Fakarava Airport,,PF-U-A,(unassigned),PF,French Polynesia,-16.054100036621094,-145.65699768066406,25
HHZ,NTGH,small_airport,Hikueru Airport,Hikueru,PF-U-A,(unassigned),PF,French Polynesia,-17.548297,-142.612037,15
XMH,NTGI,medium_airport,Manihi Airport,,PF-U-A,(unassigned),PF,French Polynesia,-14.436800003051758,-146.07000732421875,25
GMR,NTGJ,medium_airport,Totegegie Airport,,PF-U-A,(unassigned),PF,French Polynesia,-23.07990074157715,-134.88999938964844,25
KKR,NTGK,medium_airport,Kaukura Airport,Raitahiti,PF-U-A,(unassigned),PF,French Polynesia,-15.6633,-146.884995,25
MKP,NTGM,medium_airport,Makemo Airport,Makemo,PF-U-A,(unassigned),PF,French Polynesia,-16.5839,-143.658005,25
NAU,NTGN,small_airport,Napuka Island Airport,Napuka Island,PF-U-A,(unassigned),PF,French Polynesia,-14.177397,-141.266112,15
TKV,NTGO,small_airport,Tatakoto Airport,Tatakoto,PF-U-A,(unassigned),PF,French Polynesia,-17.355226,-138.44734,15
PKP,NTGP,small_airport,Puka Puka Airport,,PF-U-A,(unassigned),PF,French Polynesia,-14.80955,-138.812621,15
TKP,NTGT,medium_airport,Takapoto Airport,,PF-U-A,(unassigned),PF,French Polynesia,-14.709500312805176,-145.24600219726562,25
AXR,NTGU,medium_airport,Arutua Airport,,PF-U-A,(unassigned),PF,French Polynesia,-15.248299598693848,-146.61700439453125,25
MVT,NTGV,medium_airport,Mataiva Airport,,PF-U-A,(unassigned),PF,French Polynesia,-14.8681001663208,-148.7169952392578,25
AHE,NTHE,medium_airport,Ahe Airport,Ahe Atoll,PF-U-A,(unassigned),PF,French Polynesia,-14.428099632263184,-146.2570037841797,25
KHZ,NTKA,small_airport,Kauehi Airport,Kauehi,PF-U-A,(unassigned),PF,French Polynesia,-15.780622,-145.128443,15
FHZ,NTKH,small_airport,Fakahina Airport,Fakahina,PF-U-A,(unassigned),PF,French Polynesia,-15.992259,-140.164246,15
NIU,NTKN,small_airport,Naiu Airport,Naiu Atoll,PF-U-A,(unassigned),PF,French Polynesia,-16.119296,-146.368768,15
RRR,NTKO,small_airport,Raroia Airport,Raroia,PF-U-A,(unassigned),PF,French Polynesia,-16.050485,-142.476568,15
TKX,NTKR,medium_airport,Takaroa Airport,,PF-U-A,(unassigned),PF,French Polynesia,-14.45580005645752,-145.02499389648438,25
NHV,NTMD,medium_airport,Nuku Hiva Airport,Nuku Hiva,PF-U-A,(unassigned),PF,French Polynesia,-8.7956,-140.229004,25
AUQ,NTMN,medium_airport,Hiva Oa-Atuona Airport,Hiva Oa Island,PF-U-A,(unassigned),PF,French Polynesia,-9.76879024506,-139.011001587,25
UAP,NTMP,small_airport,Ua Pou Airport,Ua Pou,PF-U-A,(unassigned),PF,French Polynesia,-9.35167,-140.078003,15
UAH,NTMU,small_airport,Ua Huka Airport,Ua Huka,PF-U-A,(unassigned),PF,French Polynesia,-8.936228,-139.554062,15
BOB,NTTB,medium_airport,Bora Bora Airport,Motu Mute,PF-U-A,(unassigned),PF,French Polynesia,-16.444400787353516,-151.75100708007812,25
RGI,NTTG,medium_airport,Rangiroa Airport,,PF-U-A,(unassigned),PF,French Polynesia,-14.954299926757812,-147.66099548339844,25
HUH,NTTH,medium_airport,Huahine-Fare Airport,Fare,PF-U-A,(unassigned),PF,French Polynesia,-16.687084,-151.021593,25
MOZ,NTTM,medium_airport,Moorea Temae Airport,Moorea-Maiao,PF-U-A,(unassigned),PF,French Polynesia,-17.48979,-149.761777,25
HOI,NTTO,medium_airport,Hao Airport,Otepa,PF-U-A,(unassigned),PF,French Polynesia,-18.0748,-140.945999,25
MAU,NTTP,medium_airport,Maupiti Airport,,PF-U-A,(unassigned),PF,French Polynesia,-16.42650032043457,-152.24400329589844,25
RFP,NTTR,medium_airport,Raiatea Airport,Uturoa,PF-U-A,(unassigned),PF,French Polynesia,-16.7229,-151.466003,25
SLH,NVSC,small_airport,Sola Airport,Sola,VU-TOB,Torba,VU,Vanuatu,-13.8516998291,167.537002563,15
CCV,NVSF,small_airport,Craig Cove Airport,Craig Cove,VU-MAP,Malampa,VU,Vanuatu,-16.264999,167.923996,15
LOD,NVSG,small_airport,Longana Airport,Longana,VU-PAM,Penama,VU,Vanuatu,-15.3066997528,167.966995239,15
SSR,NVSH,small_airport,Sara Airport,Pentecost Island,VU-PAM,Penama,VU,Vanuatu,-15.4708003998,168.151992798,15
PBJ,NVSI,small_airport,Tavie Airport,Paama Island,VU-MAP,Malampa,VU,Vanuatu,-16.431955,168.235511,15
LPM,NVSL,small_airport,Lamap Airport,Lamap,VU-MAP,Malampa,VU,Vanuatu,-16.4611228,167.829253,15
LNB,NVSM,small_airport,Lamen Bay Airport,Lamen Bay,VU-SEE,Shefa,VU,Vanuatu,-16.584199905400002,168.158996582,15
LNE,NVSO,small_airport,Lonorore Airport,Lonorore,VU-PAM,Penama,VU,Vanuatu,-15.865599632299999,168.17199707,15
NUS,NVSP,small_airport,Norsup Airport,Norsup,VU-MAP,Malampa,VU,Vanuatu,-16.0797,167.401001,15
ZGU,NVSQ,medium_airport,Gaua Island Airport,Gaua Island,VU-TOB,Torba,VU,Vanuatu,-14.2181,167.587006,20
SON,NVSS,medium_airport,Santo Pekoa International Airport,Luganville,VU-SAM,Sanma,VU,Vanuatu,-15.505000114399998,167.220001221,25
TGH,NVST,small_airport,Tongoa Airport,Tongoa Island,VU-SEE,Shefa,VU,Vanuatu,-16.8910999298,168.550994873,15
VLS,NVSV,small_airport,Valesdir Airport,Epi Island,VU-SEE,Shefa,VU,Vanuatu,-16.796100616500002,168.177001953,15
WLH,NVSW,small_airport,Walaha Airport,Walaha,VU-PAM,Penama,VU,Vanuatu,-15.412,167.690994,15
OLJ,NVSZ,small_airport,North West Santo Airport,Olpoi,VU-SAM,Sanma,VU,Vanuatu,-14.881699562099998,166.557998657,15
FTA,NVVF,small_airport,Futuna Airport,Futuna Island,VU-TAE,Tafea,VU,Vanuatu,-19.516399383499998,170.231994629,15
VLI,NVVV,large_airport,Bauerfield International Airport,Port Vila,VU-SEE,Shefa,VU,Vanuatu,-17.699301,168.320007,35
TAH,NVVW,medium_airport,Whitegrass Airport,Tanna Island,VU-TAE,Tafea,VU,Vanuatu,-19.455099,169.223999,25
TGJ,NWWA,medium_airport,Tiga Airport,Tiga,NC-01,Province des îles Loyauté,NC,New Caledonia,-21.096407,167.80379,25
BMY,NWWC,small_airport,Île Art - Waala Airport,Waala,NC-02,Province Nord,NC,New Caledonia,-19.720521,163.661077,15
KNQ,NWWD,medium_airport,Koné Airport,Koné,NC-02,Province Nord,NC,New Caledonia,-21.053551,164.838768,25
ILP,NWWE,medium_airport,Île des Pins Airport,Île des Pins,NC-03,Province Sud,NC,New Caledonia,-22.5889,167.455994,25
KOC,NWWK,small_airport,Koumac Airport,Koumac,NC-02,Province Nord,NC,New Caledonia,-20.546323,164.255648,15
LIF,NWWL,medium_airport,Lifou Airport,Lifou,NC-01,Province des îles Loyauté,NC,New Caledonia,-20.774563,167.239328,25
GEA,NWWM,medium_airport,Nouméa Magenta Airport,Nouméa,NC-03,Province Sud,NC,New Caledonia,-22.257706,166.472822,25
MEE,NWWR,medium_airport,Maré Airport,Maré,NC-01,Province des îles Loyauté,NC,New Caledonia,-21.482438,168.038465,25
TOU,NWWU,medium_airport,Touho Airport,Touho,NC-02,Province Nord,NC,New Caledonia,-20.790127,165.259524,25
UVE,NWWV,medium_airport,Ouvéa Airport,Ouvéa,NC-01,Province des îles Loyauté,NC,New Caledonia,-20.640932,166.573024,25
NOU,NWWW,large_airport,La Tontouta International Airport,Nouméa (La Tontouta),NC-03,Province Sud,NC,New Caledonia,-22.014601,166.212997,35
AKL,NZAA,large_airport,Auckland International Airport,Auckland,NZ-AUK,Auckland Region,NZ,New Zealand,-37.01199,174.786331,35
TUO,NZAP,medium_airport,Taupo Airport,Taupo,NZ-WKO,Waikato Region,NZ,New Zealand,-38.73970031738281,176.08399963378906,25
AMZ,NZAR,medium_airport,Ardmore Airport,Manurewa,NZ-AUK,Auckland Region,NZ,New Zealand,-37.029701232910156,174.97300720214844,20
CHC,NZCH,large_airport,Christchurch International Airport,Christchurch,NZ-CAN,Canterbury Region,NZ,New Zealand,-43.489029,172.532065,35
CHT,NZCI,medium_airport,Inia William Tuuta Memorial Airport,Te One,NZ-WGN,Wellington Region,NZ,New Zealand,-43.81189,-176.46514,25
DUD,NZDN,medium_airport,Dunedin International Airport,Dunedin,NZ-OTA,Otago Region,NZ,New Zealand,-45.929017,170.197758,25
GBZ,NZGB,small_airport,Great Barrier Aerodrome,Claris,NZ-AUK,Auckland Region,NZ,New Zealand,-36.241402,175.472,15
GIS,NZGS,medium_airport,Gisborne Airport,Gisborne,NZ-GIS,Gisborne Region,NZ,New Zealand,-38.6633,177.977997,25
GTN,NZGT,medium_airport,Glentanner Airport,Glentanner Station,NZ-CAN,Canterbury Region,NZ,New Zealand,-43.906700134277344,170.1280059814453,20
HKK,NZHK,medium_airport,Hokitika Airfield,,NZ-WTC,West Coast Region,NZ,New Zealand,-42.713600158691406,170.98500061035156,25
HLZ,NZHN,medium_airport,Hamilton International Airport,Hamilton,NZ-WKO,Waikato Region,NZ,New Zealand,-37.866961,175.331952,25
KKE,NZKK,medium_airport,Kerikeri Airport,Kerikeri,NZ-NTL,Northland Region,NZ,New Zealand,-35.259148,173.913317,25
KAT,NZKT,medium_airport,Kaitaia Airport,Awanui,NZ-NTL,Northland Region,NZ,New Zealand,-35.069837,173.287053,25
ALR,NZLX,medium_airport,Alexandra Aerodrome,Alexandra,NZ-OTA,Otago Region,NZ,New Zealand,-45.210495,169.371113,20
MON,NZMC,medium_airport,Mount Cook Airport,,NZ-CAN,Canterbury Region,NZ,New Zealand,-43.764999,170.132996,20
TEU,NZMO,medium_airport,Manapouri Airport,,NZ-STL,Southland Region,NZ,New Zealand,-45.5331,167.649994,20
MRO,NZMS,medium_airport,Hood Airport,Masterton,NZ-WGN,Wellington Region,NZ,New Zealand,-40.974634,175.63454,20
NPL,NZNP,medium_airport,New Plymouth Airport,New Plymouth,NZ-TKI,Taranaki Region,NZ,New Zealand,-39.00859832763672,174.1790008544922,25
NPE,NZNR,medium_airport,Hawke's Bay Airport,Napier,NZ-HKB,Hawke's Bay Region,NZ,New Zealand,-39.465801,176.869995,25
NSN,NZNS,medium_airport,Nelson Airport,Nelson,NZ-NSN,Nelson Region,NZ,New Zealand,-41.298302,173.220993,25
IVC,NZNV,medium_airport,Invercargill Airport,Invercargill,NZ-STL,Southland Region,NZ,New Zealand,-46.41239929199219,168.31300354003906,25
OHA,NZOH,medium_airport,RNZAF Base Ohakea,,NZ-MWT,Manawatu-Wanganui Region,NZ,New Zealand,-40.20600128173828,175.38800048828125,20
OAM,NZOU,medium_airport,Oamaru Airport,,NZ-OTA,Otago Region,NZ,New Zealand,-44.970001,171.082001,20
PMR,NZPM,medium_airport,Palmerston North Airport,Palmerston North,NZ-MWT,Manawatu-Wanganui Region,NZ,New Zealand,-40.320599,175.617004,25
PCN,NZPN,small_airport,Picton Aerodrome,Koromiko,NZ-MBH,Marlborough Region,NZ,New Zealand,-41.346099853516,173.95599365234,15
PPQ,NZPP,medium_airport,Paraparaumu Airport,,NZ-WGN,Wellington Region,NZ,New Zealand,-40.904701232910156,174.98899841308594,20
ZQN,NZQN,large_airport,Queenstown Airport,Queenstown,NZ-OTA,Otago Region,NZ,New Zealand,-45.019205,168.746379,35
ROT,NZRO,medium_airport,Rotorua Regional Airport,Rotorua,NZ-BOP,Bay of Plenty Region,NZ,New Zealand,-38.1092,176.317001,25
TRG,NZTG,medium_airport,Tauranga Airport,Tauranga,NZ-BOP,Bay of Plenty Region,NZ,New Zealand,-37.67190170288086,176.1959991455078,25
TIU,NZTU,medium_airport,Timaru Airport,,NZ-CAN,Canterbury Region,NZ,New Zealand,-44.302799224853516,171.22500610351562,25
TWZ,NZUK,medium_airport,Pukaki Airport,Twitzel,NZ-CAN,Canterbury Region,NZ,New Zealand,-44.2350006104,170.117996216,20
BHE,NZWB,medium_airport,Woodbourne Airport,Blenheim,NZ-MBH,Marlborough Region,NZ,New Zealand,-41.5182991027832,173.8699951171875,25
WKA,NZWF,medium_airport,Wanaka Airport,Wanaka,NZ-OTA,Otago Region,NZ,New Zealand,-44.722091,169.246287,25
WHK,NZWK,medium_airport,Whakatāne Airport,Whakatāne,NZ-BOP,Bay of Plenty Region,NZ,New Zealand,-37.922224,176.91696,25
WLG,NZWN,large_airport,Wellington International Airport,Wellington,NZ-WGN,Wellington Region,NZ,New Zealand,-41.326839,174.806862,35
WIR,NZWO,medium_airport,Wairoa Airport,Wairoa,NZ-HKB,Hawke's Bay Region,NZ,New Zealand,-39.011862,177.404401,20
WRE,NZWR,medium_airport,Whangarei Airport,Whangarei,NZ-NTL,Northland Region,NZ,New Zealand,-35.769253,174.363713,25
WSZ,NZWS,medium_airport,Westport Airport,Westport,NZ-WTC,West Coast Region,NZ,New Zealand,-41.737111,171.579033,25
WAG,NZWU,medium_airport,Wanganui Airport,Wanganui,NZ-MWT,Manawatu-Wanganui Region,NZ,New Zealand,-39.963467,175.02444,25
FBD,OAFZ,small_airport,Fayzabad Airport,Fayzabad,AF-BDS,Badakhshan Province,AF,Afghanistan,37.122148,70.5201,15
HEA,OAHR,large_airport,Herat - Khwaja Abdullah Ansari International Airport,Guzara,AF-HER,Herat Province,AF,Afghanistan,34.209999,62.228298,35
OAI,OAIX,medium_airport,Bagram Airfield,Bagram,AF-PAR,Parwan Province,AF,Afghanistan,34.946098,69.264999,20
JAA,OAJL,medium_airport,Jalalabad Airport,Jalalabad,AF-NAN,Nangarhar Province,AF,Afghanistan,34.399799,70.498596,20
KBL,OAKB,large_airport,Kabul International Airport,Kabul,AF-KAB,Kabul Province,AF,Afghanistan,34.565899,69.212303,35
KDH,OAKN,large_airport,Ahmad Shah Baba International Airport,Kandahar,AF-KAN,Kandahar Province,AF,Afghanistan,31.505769,65.847963,35
KHT,OAKS,medium_airport,Khost International Airport,Khost,AF-KHO,Khost Province,AF,Afghanistan,33.284605,69.80734,25
MMZ,OAMN,medium_airport,Maymana Zahiraddin Faryabi Airport,Maymana,AF-FYB,Faryab Province,AF,Afghanistan,35.930801,64.760902,25
MZR,OAMS,large_airport,Mazar-i-Sharif International Airport,Mazar-i-Sharif,AF-BAL,Balkh Province,AF,Afghanistan,36.70412,67.210459,35
UND,OAUZ,medium_airport,Kunduz Airport,Kunduz,AF-KDZ,Kunduz Province,AF,Afghanistan,36.6651,68.910797,20
BAH,OBBI,large_airport,Bahrain International Airport,Manama,BH-15,Muharraq Governorate,BH,Bahrain,26.267295,50.63764,35
OCS,OCS,large_airport,Corisco International Airport,Corisco Island,GQ-LI,Litoral Province,GQ,Equatorial Guinea,0.910937,9.33027,35
AHB,OEAB,large_airport,Abha International Airport,Abha,SA-14,Asir Region,SA,Saudi Arabia,18.2404,42.656601,35
HOF,OEAH,large_airport,Al-Ahsa International Airport,Hofuf,SA-04,Ash Sharqiyah Region,SA,Saudi Arabia,25.285299,49.485199,35
ULH,OEAO,large_airport,Al-Ula International Airport,Al-Ula,SA-03,Al Madinah Region,SA,Saudi Arabia,26.483634,38.117048,35
ABT,OEBA,medium_airport,King Saud Bin Abdulaziz (Al Baha) Airport,Al-Baha,SA-11,Al Batah Region,SA,Saudi Arabia,20.298506,41.636153,25
BHH,OEBH,medium_airport,Bisha Airport,Bisha,SA-14,Asir Region,SA,Saudi Arabia,19.9844,42.620899,25
DMM,OEDF,large_airport,King Fahd International Airport,Ad Dammam,SA-04,Ash Sharqiyah Region,SA,Saudi Arabia,26.4691,49.798209,35
DWD,OEDM,medium_airport,Dawadmi Domestic Airport,Dawadmi,SA-01,Riyadh Region,SA,Saudi Arabia,24.4499,44.121201,25
DHA,OEDR,large_airport,King Abdulaziz Air Base,Dhahran,SA-04,Ash Sharqiyah Region,SA,Saudi Arabia,26.2654,50.152,30
